survey_key,date,length,area,mac_plast_w,mic_plas_w,total_w,est_weight,num_parts_staff,num_parts_other,time_minutes,participants,project,is_2020,location,loc_date
zurichsee_kusnachterhorn_thirkell-whitej2020-03-2039,2020-03-20,39,57.00,25.000,0.120,0.750,0.0,1,0,150,"[""HD""]",2020,True,zurichsee_kusnachterhorn_thirkell-whitej,"('zurichsee_kusnachterhorn_thirkell-whitej', '2020-03-20')"
zurichsee_kusnachterhorn_thirkell-whitej2020-04-2230,2020-04-22,30,60.00,80.000,0.000,0.200,0.0,1,0,60,"[""HD""]",2020,True,zurichsee_kusnachterhorn_thirkell-whitej,"('zurichsee_kusnachterhorn_thirkell-whitej', '2020-04-22')"
zurichsee_kusnachterhorn_thirkell-whitej2020-05-2237,2020-05-22,37,113.00,0.060,0.012,0.125,0.0,1,0,90,"[""HD""]",2020,True,zurichsee_kusnachterhorn_thirkell-whitej,"('zurichsee_kusnachterhorn_thirkell-whitej', '2020-05-22')"
zurichsee_kusnachterhorn_thirkell-whitej2020-06-2330,2020-06-23,30,40.00,1.000,0.000,0.059,0.0,1,0,80,"[""HD""]",2020,True,zurichsee_kusnachterhorn_thirkell-whitej,"('zurichsee_kusnachterhorn_thirkell-whitej', '2020-06-23')"
zurichsee_kusnachterhorn_thirkell-whitej2020-07-2326,2020-07-23,26,56.00,1.000,0.416,0.100,0.0,1,0,120,"[""HD""]",2020,True,zurichsee_kusnachterhorn_thirkell-whitej,"('zurichsee_kusnachterhorn_thirkell-whitej', '2020-07-23')"
zurichsee_kusnachterhorn_thirkell-whitej2020-08-2519,2020-08-25,19,40.00,5.000,0.170,0.050,0.0,1,0,100,"[""HD""]",2020,True,zurichsee_kusnachterhorn_thirkell-whitej,"('zurichsee_kusnachterhorn_thirkell-whitej', '2020-08-25')"
zurichsee_kusnachterhorn_thirkell-whitej2020-09-1829,2020-09-18,29,45.00,60.000,0.059,0.375,0.0,1,0,100,"[""HD""]",2020,True,zurichsee_kusnachterhorn_thirkell-whitej,"('zurichsee_kusnachterhorn_thirkell-whitej', '2020-09-18')"
zurichsee_kusnachterhorn_thirkell-whitej2020-10-2639,2020-10-26,39,60.00,140.000,0.000,0.620,0.0,1,0,90,"[""HD""]",2020,True,zurichsee_kusnachterhorn_thirkell-whitej,"('zurichsee_kusnachterhorn_thirkell-whitej', '2020-10-26')"
zurichsee_kusnachterhorn_thirkell-whitej2020-11-2145,2020-11-21,45,66.00,1.000,0.000,0.239,0.0,1,0,75,"[""HD""]",2020,True,zurichsee_kusnachterhorn_thirkell-whitej,"('zurichsee_kusnachterhorn_thirkell-whitej', '2020-11-21')"
zurichsee_kusnachterhorn_thirkell-whitej2020-12-2252,2020-12-22,52,110.00,457.000,0.000,0.540,0.0,1,0,85,"[""HD""]",2020,True,zurichsee_kusnachterhorn_thirkell-whitej,"('zurichsee_kusnachterhorn_thirkell-whitej', '2020-12-22')"
zurichsee_kusnachterhorn_thirkell-whitej2021-01-2417,2021-01-24,17,45.00,60.000,0.000,0.440,0.0,1,1,90,"[""HD""]",2020,True,zurichsee_kusnachterhorn_thirkell-whitej,"('zurichsee_kusnachterhorn_thirkell-whitej', '2021-01-24')"
zurichsee_wollishofen_langendorfm2020-03-1165,2020-03-11,65,384.00,100.000,0.000,0.500,0.0,1,0,150,"[""HD""]",2020,True,zurichsee_wollishofen_langendorfm,"('zurichsee_wollishofen_langendorfm', '2020-03-11')"
zurichsee_wollishofen_langendorfm2020-04-1843,2020-04-18,43,262.00,450.000,0.001,0.600,0.0,1,0,135,"[""HD""]",2020,True,zurichsee_wollishofen_langendorfm,"('zurichsee_wollishofen_langendorfm', '2020-04-18')"
zurichsee_wollishofen_langendorfm2020-05-1254,2020-05-12,54,350.00,100.000,0.000,0.334,0.0,1,0,135,"[""HD""]",2020,True,zurichsee_wollishofen_langendorfm,"('zurichsee_wollishofen_langendorfm', '2020-05-12')"
zurichsee_wollishofen_langendorfm2020-06-1267,2020-06-12,67,322.00,125.000,0.000,0.190,0.0,1,0,120,"[""HD""]",2020,True,zurichsee_wollishofen_langendorfm,"('zurichsee_wollishofen_langendorfm', '2020-06-12')"
zurichsee_wollishofen_langendorfm2020-07-1365,2020-07-13,65,309.00,80.000,0.000,0.140,0.0,1,0,90,"[""HD""]",2020,True,zurichsee_wollishofen_langendorfm,"('zurichsee_wollishofen_langendorfm', '2020-07-13')"
zurichsee_wollishofen_langendorfm2020-08-1360,2020-08-13,60,298.00,60.000,0.000,0.225,0.0,1,0,110,"[""HD""]",2020,True,zurichsee_wollishofen_langendorfm,"('zurichsee_wollishofen_langendorfm', '2020-08-13')"
zurichsee_wollishofen_langendorfm2020-09-1170,2020-09-11,70,379.00,200.000,0.000,0.260,0.0,1,0,130,"[""HD""]",2020,True,zurichsee_wollishofen_langendorfm,"('zurichsee_wollishofen_langendorfm', '2020-09-11')"
zurichsee_wollishofen_langendorfm2020-10-1366,2020-10-13,66,312.00,70.000,0.000,0.075,0.0,1,0,90,"[""HD""]",2020,True,zurichsee_wollishofen_langendorfm,"('zurichsee_wollishofen_langendorfm', '2020-10-13')"
zurichsee_wollishofen_langendorfm2020-12-1068,2020-12-10,68,340.00,80.000,0.000,0.160,0.0,1,1,55,"[""HD""]",2020,True,zurichsee_wollishofen_langendorfm,"('zurichsee_wollishofen_langendorfm', '2020-12-10')"
zurichsee_wollishofen_langendorfm2021-01-1042,2021-01-10,42,231.00,30.000,0.000,0.210,0.0,1,1,50,"[""HD""]",2020,True,zurichsee_wollishofen_langendorfm,"('zurichsee_wollishofen_langendorfm', '2021-01-10')"
